"","subject","native_lang","age","gender","trial","story","reaction_time","response_a","response_b","response_c","response_d","report_a","report_b","report_c","tag_a","tag_b","tag_c","exhaustive_seen","mention_one_high_seen","mention_one_low_seen","mention_some_high_seen","mention_some_low_seen","false_report_seen","none_of_above_seen","exhaustive_chosen","mention_one_high_chosen","mention_one_low_chosen","mention_some_high_chosen","mention_some_low_chosen","false_report_chosen","none_of_above_chosen","tense"
"406","A3EN5H82IBTJGF","English",29,"female","exit_quest",NA,153965,"No. The questions have similar meaning to me.","Yes. Everyone knew pieces of I formation and almost no one knew the truth. So I could have checked all the boxes or no one and potentially have been correct.","Elaborate please. Instructions unclear when selecting. Like did not mention his father%2C did he know who he was?",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"past"
"407","A2JS70VVJQW2GR","english",58,"male","consent",NA,38071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"past"
"408","A2JS70VVJQW2GR","english",58,"male","train","train_f",69843,"0","0","0",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"past"
"409","A2JS70VVJQW2GR","english",58,"male","train","train_m",82495,"0","0","0",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"past"
"410","A2JS70VVJQW2GR","english",58,"male","test","test_hair",181011,"1","1","1",0,"Stylist F.","Stylist A.","Stylists A and B.","fa","mo-h","ms-h",0,1,0,1,0,0,1,0,1,0,1,0,0,0,"past"
"411","A2JS70VVJQW2GR","english",58,"male","control","control_how",72631,"1","1","1",0,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,0,1,0,1,0,1,0,0,0,"past"
"412","A2JS70VVJQW2GR","english",58,"male","test","test_books",47410,"1","1","1",0,"Bookstore F.","Bookstore A.","Bookstores D and E.","fa","mo-h","ms-l",0,1,0,0,1,0,1,0,1,0,0,1,0,0,"past"
"413","A2JS70VVJQW2GR","english",58,"male","test","test_dentist",38848,"1","1","1",0,"Dentists D and E.","Dentist E.","Dentist F.","ms-l","mo-l","fa",0,0,1,0,1,0,1,0,0,1,0,1,0,0,"past"
"414","A2JS70VVJQW2GR","english",58,"male","control","control_what",29845,"1","1","1",0,NA,NA,NA,NA,NA,NA,NA,0,1,0,1,0,1,0,0,1,0,1,0,0,"past"
"415","A2JS70VVJQW2GR","english",58,"male","test","test_coffee",6429,"1","1","1",0,"Cafes D and E.","Cafe A.","Cafe F.","ms-l","mo-h","fa",0,1,0,0,1,0,1,0,1,0,0,1,0,0,"past"
"416","A2JS70VVJQW2GR","english",58,"male","control","control_why",19792,"1","1","0",0,NA,NA,NA,NA,NA,NA,NA,1,0,0,1,0,1,0,1,0,0,1,0,0,"past"
"417","A2JS70VVJQW2GR","english",58,"male","test","test_yarn",13251,"1","1","1",0,"Stall A.","Stalls A and B.","Stalls D and E.","mo-h","ms-h","ms-l",0,1,0,1,1,0,1,0,1,0,1,1,0,0,"past"
"418","A2JS70VVJQW2GR","english",58,"male","test","test_shoes",33489,"0","1","0",0,"Store E.","Store A.","Stores A and B.","mo-l","mo-h","ms-h",0,1,1,1,0,0,1,0,1,0,0,0,0,0,"past"
"419","A2JS70VVJQW2GR","english",58,"male","control","control_when",50604,"0","1","0",0,NA,NA,NA,NA,NA,NA,NA,1,1,1,0,0,1,0,1,0,0,0,0,0,"past"
"420","A2JS70VVJQW2GR","english",58,"male","exit_quest",NA,26600,"","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"past"
"421","A33UMG50QSJ7KS","english",28,"female","consent",NA,44312,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"past"
"422","A33UMG50QSJ7KS","english",28,"female","train","train_f",27460,"0","0","0",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"past"
"423","A33UMG50QSJ7KS","english",28,"female","train","train_m",29591,"0","0","1",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"past"
"424","A33UMG50QSJ7KS","english",28,"female","test","test_dentist",31380,"0","0","0",1,"Dentists A and B.","Dentist E.","Dentist F.","ms-h","mo-l","fa",0,0,1,1,0,0,1,0,0,0,0,0,0,1,"past"
"425","A33UMG50QSJ7KS","english",28,"female","test","test_books",25656,"0","0","1",0,"Bookstores D and E.","Bookstore F.","Bookstore A.","ms-l","fa","mo-h",0,1,0,0,1,0,1,0,1,0,0,0,0,0,"past"
"426","A33UMG50QSJ7KS","english",28,"female","control","control_why",42270,"1","1","0",0,NA,NA,NA,NA,NA,NA,NA,1,0,0,1,0,1,0,1,0,0,0,0,0,"past"
"427","A33UMG50QSJ7KS","english",28,"female","test","test_hair",17837,"1","1","1",0,"Stylists A, B, C, D and E.","Stylists D and E.","Stylist A.","exh","ms-l","mo-h",1,1,0,0,1,0,1,1,1,0,0,1,0,0,"past"
"428","A33UMG50QSJ7KS","english",28,"female","control","control_what",15169,"1","1","0",0,NA,NA,NA,NA,NA,NA,NA,1,0,0,1,0,1,1,1,0,0,1,0,0,"past"
"429","A33UMG50QSJ7KS","english",28,"female","test","test_coffee",32654,"1","1","1",0,"Cafes D and E.","Cafe E.","Cafe F.","ms-l","mo-l","fa",0,0,1,0,1,0,1,0,0,1,0,1,0,0,"past"
"430","A33UMG50QSJ7KS","english",28,"female","test","test_shoes",13428,"1","1","1",0,"Store A.","Stores A and B.","Stores D and E.","mo-h","ms-h","ms-l",0,1,0,1,1,0,1,0,1,0,1,1,0,0,"past"
"431","A33UMG50QSJ7KS","english",28,"female","control","control_how",16156,"0","1","1",0,NA,NA,NA,NA,NA,NA,NA,1,0,1,1,0,1,0,1,0,1,1,0,0,"past"
"432","A33UMG50QSJ7KS","english",28,"female","test","test_yarn",17181,"1","1","1",0,"Stalls A and B.","Stalls A, B, C, D and E.","Stall A.","ms-h","exh","mo-h",1,1,0,1,0,0,1,1,1,0,1,0,0,0,"past"
"433","A33UMG50QSJ7KS","english",28,"female","control","control_when",26790,"0","1","1",0,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,0,1,1,1,0,1,0,0,0,"past"
"434","A33UMG50QSJ7KS","english",28,"female","exit_quest",NA,27773,"No I wouldn't they both warrant the same answer","Lengthy","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"past"
"435","A2PXJTMWGUE5DC","English",59,"female","consent",NA,22919,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"past"
"436","A2PXJTMWGUE5DC","English",59,"female","train","train_m",70703,"0","0","1",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"past"
"437","A2PXJTMWGUE5DC","English",59,"female","train","train_f",46829,"0","0","0",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"past"
"438","A2PXJTMWGUE5DC","English",59,"female","test","test_dentist",94882,"0","0","0",1,"Dentists A and B.","Dentist A.","Dentists A, B, C, D and E.","ms-h","mo-h","exh",1,1,0,1,0,0,1,0,0,0,0,0,0,1,"past"
"439","A2PXJTMWGUE5DC","English",59,"female","test","test_coffee",49818,"1","1","1",0,"Cafes D and E.","Cafe E.","Cafe A.","ms-l","mo-l","mo-h",0,1,1,0,1,0,1,0,1,1,0,1,0,0,"past"
"440","A2PXJTMWGUE5DC","English",59,"female","control","control_when",41990,"0","0","0",1,NA,NA,NA,NA,NA,NA,NA,1,1,0,1,0,1,0,1,1,0,1,0,0,"past"
"441","A2PXJTMWGUE5DC","English",59,"female","test","test_hair",40801,"1","1","1",0,"Stylist A.","Stylist F.","Stylists D and E.","mo-h","fa","ms-l",0,1,0,0,1,0,1,0,1,0,0,1,0,0,"past"
"442","A2PXJTMWGUE5DC","English",59,"female","test","test_yarn",60825,"1","1","1",0,"Stall F.","Stalls D and E.","Stalls A, B, C, D and E.","fa","ms-l","exh",1,0,0,0,1,0,1,1,0,0,0,1,0,0,"past"
"443","A2PXJTMWGUE5DC","English",59,"female","control","control_how",48359,"0","1","1",0,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,0,1,1,0,0,0,1,0,0,"past"
"444","A2PXJTMWGUE5DC","English",59,"female","test","test_books",82146,"0","0","0",1,"Bookstore E.","Bookstores A and B.","Bookstores A, B, C, D and E.","mo-l","ms-h","exh",1,0,1,1,0,0,1,0,0,0,0,0,0,1,"past"
"445","A2PXJTMWGUE5DC","English",59,"female","control","control_why",48261,"1","0","0",0,NA,NA,NA,NA,NA,NA,NA,0,1,1,0,0,1,0,0,0,0,0,0,1,"past"
"446","A2PXJTMWGUE5DC","English",59,"female","test","test_shoes",50109,"1","1","1",0,"Store A.","Store E.","Stores A and B.","mo-h","mo-l","ms-h",0,1,1,1,0,0,1,0,1,1,1,0,0,0,"past"
"447","A2PXJTMWGUE5DC","English",59,"female","control","control_what",31956,"0","0","0",1,NA,NA,NA,NA,NA,NA,NA,1,1,1,0,0,1,0,1,1,1,0,0,0,"past"
"448","A2PXJTMWGUE5DC","English",59,"female","exit_quest",NA,92071,"No%2C I think those are the same question. They both are asking where brunch is served.","Some of it was difficult and a little confusing because of the slight different way the stories were phrased.","Thank you.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"past"
"449","A1B84JJ7ATWVJA","English",49,"male","consent",NA,36523,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"past"
"450","A1B84JJ7ATWVJA","English",49,"male","train","train_m",48573,"0","1","1",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"past"
"451","A1B84JJ7ATWVJA","English",49,"male","train","train_f",42661,"0","0","0",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"past"
"452","A1B84JJ7ATWVJA","English",49,"male","test","test_dentist",82308,"0","0","0",1,"Dentists A and B.","Dentist E.","Dentists D and E.","ms-h","mo-l","ms-l",0,0,1,1,1,0,1,0,0,0,0,0,0,1,"past"
"453","A1B84JJ7ATWVJA","English",49,"male","test","test_yarn",95075,"1","1","1",0,"Stall A.","Stalls A, B, C, D and E.","Stall E.","mo-h","exh","mo-l",1,1,1,0,0,0,1,1,1,1,0,0,0,0,"past"
"454","A1B84JJ7ATWVJA","English",49,"male","control","control_what",46487,"1","0","0",0,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,1,1,1,1,0,0,0,0,"past"
"455","A1B84JJ7ATWVJA","English",49,"male","test","test_books",58352,"0","0","0",1,"Bookstore E.","Bookstores A, B, C, D and E.","Bookstores D and E.","mo-l","exh","ms-l",1,0,1,0,1,0,1,0,0,0,0,0,0,1,"past"
"456","A1B84JJ7ATWVJA","English",49,"male","test","test_hair",24717,"1","1","1",0,"Stylist E.","Stylist A.","Stylists A, B, C, D and E.","mo-l","mo-h","exh",1,1,1,0,0,0,1,1,1,1,0,0,0,0,"past"
"457","A1B84JJ7ATWVJA","English",49,"male","control","control_how",84885,"0","1","1",0,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,1,1,1,1,0,0,0,0,"past"
"458","A1B84JJ7ATWVJA","English",49,"male","test","test_coffee",53028,"0","0","0",1,"Cafes A and B.","Cafe A.","Cafes A, B, C, D and E.","ms-h","mo-h","exh",1,1,0,1,0,0,1,0,0,0,0,0,0,1,"past"
"459","A1B84JJ7ATWVJA","English",49,"male","control","control_when",49198,"0","0","0",1,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,0,1,0,0,0,0,0,0,1,"past"
"460","A1B84JJ7ATWVJA","English",49,"male","test","test_shoes",28446,"1","1","1",0,"Stores D and E.","Stores A and B.","Store A.","ms-l","ms-h","mo-h",0,1,0,1,1,0,1,0,1,0,1,1,0,0,"past"
"461","A1B84JJ7ATWVJA","English",49,"male","control","control_why",39444,"1","1","0",0,NA,NA,NA,NA,NA,NA,NA,1,0,1,1,0,1,0,1,0,1,1,0,0,"past"
"462","A1B84JJ7ATWVJA","English",49,"male","exit_quest",NA,80132,"No%2C both questions are the same ","a little%2C need to read very carefully","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"past"
"463","ADGH08WUP68ZF","English",24,"female","consent",NA,38942,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"past"
"464","ADGH08WUP68ZF","English",24,"female","train","train_m",25924,"0","0","1",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"past"
"465","ADGH08WUP68ZF","English",24,"female","train","train_f",22380,"0","0","0",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"past"
"466","ADGH08WUP68ZF","English",24,"female","test","test_hair",29700,"1","1","1",0,"Stylists A and B.","Stylist F.","Stylists D and E.","ms-h","fa","ms-l",0,0,0,1,1,0,1,0,0,0,1,1,0,0,"past"
"467","ADGH08WUP68ZF","English",24,"female","test","test_coffee",54053,"0","0","0",1,"Cafes A and B.","Cafe E.","Cafes D and E.","ms-h","mo-l","ms-l",0,0,1,1,1,0,1,0,0,0,0,0,0,1,"past"
"468","ADGH08WUP68ZF","English",24,"female","control","control_how",23699,"0","0","1",0,NA,NA,NA,NA,NA,NA,NA,0,1,1,1,0,1,0,0,0,0,0,0,1,"past"
"469","ADGH08WUP68ZF","English",24,"female","test","test_books",23361,"0","0","0",1,"Bookstore A.","Bookstore F.","Bookstore E.","mo-h","fa","mo-l",0,1,1,0,0,0,1,0,0,0,0,0,0,1,"past"
"470","ADGH08WUP68ZF","English",24,"female","control","control_when",28262,"0","0","1",0,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,1,0,0,0,0,0,0,1,"past"
"471","ADGH08WUP68ZF","English",24,"female","test","test_shoes",34543,"0","0","0",1,"Store F.","Store E.","Store A.","fa","mo-l","mo-h",0,1,1,0,0,0,1,0,0,0,0,0,0,1,"past"
"472","ADGH08WUP68ZF","English",24,"female","test","test_dentist",17827,"0","0","0",1,"Dentists D and E.","Dentists A, B, C, D and E.","Dentist A.","ms-l","exh","mo-h",1,1,0,0,1,0,1,0,0,0,0,0,0,1,"past"
"473","ADGH08WUP68ZF","English",24,"female","control","control_why",40953,"1","0","0",0,NA,NA,NA,NA,NA,NA,NA,1,0,0,1,0,1,0,0,0,0,0,0,1,"past"
"474","ADGH08WUP68ZF","English",24,"female","test","test_yarn",30967,"0","0","0",1,"Stalls D and E.","Stall E.","Stall A.","ms-l","mo-l","mo-h",0,1,1,0,1,0,1,0,0,0,0,0,0,1,"past"
"475","ADGH08WUP68ZF","English",24,"female","control","control_what",22875,"1","0","0",0,NA,NA,NA,NA,NA,NA,NA,1,1,0,1,0,1,0,0,0,0,0,0,1,"past"
"476","ADGH08WUP68ZF","English",24,"female","exit_quest",NA,64794,"I would give the same answers for each question due to the meaning of the question being the same in both questions.","Sort of yes%2C because some answers seemed ambiguous ","no",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"past"
"477","A2U0XDH72EN978","english",32,"female","consent",NA,28873,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"past"
"478","A2U0XDH72EN978","english",32,"female","train","train_f",41879,"0","0","0",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"past"
"479","A2U0XDH72EN978","english",32,"female","train","train_m",39621,"0","0","1",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"past"
"480","A2U0XDH72EN978","english",32,"female","test","test_coffee",40749,"1","0","0",0,"Cafe A.","Cafe F.","Cafe E.","mo-h","fa","mo-l",0,1,1,0,0,0,1,0,1,0,0,0,0,0,"past"
"481","A2U0XDH72EN978","english",32,"female","control","control_when",44535,"0","0","1",0,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,1,0,1,0,0,0,0,0,"past"
"482","A2U0XDH72EN978","english",32,"female","test","test_books",32854,"1","0","1",0,"Bookstore A.","Bookstores D and E.","Bookstores A and B.","mo-h","ms-l","ms-h",0,1,0,1,1,0,1,0,1,0,1,0,0,0,"past"
"483","A2U0XDH72EN978","english",32,"female","test","test_dentist",24885,"0","0","0",1,"Dentists D and E.","Dentist E.","Dentist F.","ms-l","mo-l","fa",0,0,1,0,1,0,1,0,0,0,0,0,0,1,"past"
"484","A2U0XDH72EN978","english",32,"female","control","control_what",22406,"1","0","0",0,NA,NA,NA,NA,NA,NA,NA,0,1,0,1,0,1,0,0,0,0,0,0,1,"past"
"485","A2U0XDH72EN978","english",32,"female","test","test_yarn",24158,"1","0","0",0,"Stalls A and B.","Stall E.","Stalls D and E.","ms-h","mo-l","ms-l",0,0,1,1,1,0,1,0,0,0,1,0,0,0,"past"
"486","A2U0XDH72EN978","english",32,"female","control","control_why",44583,"1","1","0",0,NA,NA,NA,NA,NA,NA,NA,0,1,1,1,0,1,0,0,0,1,0,0,0,"past"
"487","A2U0XDH72EN978","english",32,"female","test","test_hair",22526,"1","0","0",0,"Stylists A and B.","Stylists D and E.","Stylist F.","ms-h","ms-l","fa",0,0,0,1,1,0,1,0,0,0,1,0,0,0,"past"
"488","A2U0XDH72EN978","english",32,"female","test","test_shoes",15270,"1","1","0",0,"Store A.","Stores A and B.","Store E.","mo-h","ms-h","mo-l",0,1,1,1,0,0,1,0,1,0,1,0,0,0,"past"
"489","A2U0XDH72EN978","english",32,"female","control","control_how",28798,"0","1","1",0,NA,NA,NA,NA,NA,NA,NA,1,1,1,0,0,1,0,1,0,1,0,0,0,"past"
"490","A2U0XDH72EN978","english",32,"female","exit_quest",NA,94038,"yes%2C the second question is better worded to get the best results. I feel like the first questions will result in a lot of restaurant showings while the second question will result in restaurants that serve brunch. ","no%2C I thought it was fun!","thank you",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"past"
"491","A1Y82LKWQQP90M","English",31,"female","consent",NA,149070,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"past"
"492","A1Y82LKWQQP90M","English",31,"female","train","train_m",81400,"0","0","1",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"past"
"493","A1Y82LKWQQP90M","English",31,"female","train","train_f",49452,"0","0","0",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"past"
"494","A1Y82LKWQQP90M","English",31,"female","test","test_shoes",59849,"0","0","0",1,"Stores A, B, C, D and E.","Stores D and E.","Stores A and B.","exh","ms-l","ms-h",1,0,0,1,1,0,1,0,0,0,0,0,0,1,"past"
"495","A1Y82LKWQQP90M","English",31,"female","test","test_dentist",120249,"1","1","1",0,"Dentist A.","Dentists D and E.","Dentist E.","mo-h","ms-l","mo-l",0,1,1,0,1,0,1,0,1,1,0,1,0,0,"past"
"496","A1Y82LKWQQP90M","English",31,"female","control","control_what",30194,"1","0","0",0,NA,NA,NA,NA,NA,NA,NA,1,1,0,1,0,1,0,1,1,0,1,0,0,"past"
"497","A1Y82LKWQQP90M","English",31,"female","test","test_hair",45470,"1","1","1",0,"Stylists D and E.","Stylist A.","Stylists A, B, C, D and E.","ms-l","mo-h","exh",1,1,0,0,1,0,1,1,1,0,0,1,0,0,"past"
"498","A1Y82LKWQQP90M","English",31,"female","test","test_yarn",62097,"0","0","0",1,"Stalls A, B, C, D and E.","Stalls A and B.","Stall F.","exh","ms-h","fa",1,0,0,1,0,0,1,0,0,0,0,0,0,1,"past"
"499","A1Y82LKWQQP90M","English",31,"female","control","control_when",66416,"0","0","1",0,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,1,0,0,0,0,0,0,1,"past"
"500","A1Y82LKWQQP90M","English",31,"female","test","test_coffee",38508,"1","1","1",0,"Cafe A.","Cafes A, B, C, D and E.","Cafe E.","mo-h","exh","mo-l",1,1,1,0,0,0,1,1,1,1,0,0,0,0,"past"
"501","A1Y82LKWQQP90M","English",31,"female","control","control_how",84000,"0","1","0",1,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,1,1,1,1,0,0,0,0,"past"
"502","A1Y82LKWQQP90M","English",31,"female","test","test_books",16421,"0","0","0",1,"Bookstore E.","Bookstores D and E.","Bookstores A and B.","mo-l","ms-l","ms-h",0,0,1,1,1,0,1,0,0,0,0,0,0,1,"past"
"503","A1Y82LKWQQP90M","English",31,"female","control","control_why",30489,"0","0","0",1,NA,NA,NA,NA,NA,NA,NA,0,1,1,1,0,1,0,0,0,0,0,0,1,"past"
"504","A1Y82LKWQQP90M","English",31,"female","exit_quest",NA,76911,"NO. It's basically the same question and will render the same results.","No just tedious.","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"past"
"505","A2N2GFB33ZMYGF","English",36,"male","consent",NA,45092,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"past"
"506","A2N2GFB33ZMYGF","English",36,"male","train","train_m",91846,"0","0","1",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"past"
"507","A2N2GFB33ZMYGF","English",36,"male","train","train_f",54205,"0","0","0",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"past"
"508","A2N2GFB33ZMYGF","English",36,"male","test","test_shoes",106758,"1","1","1",0,"Stores D and E.","Store A.","Store E.","ms-l","mo-h","mo-l",0,1,1,0,1,0,1,0,1,1,0,1,0,0,"past"
"509","A2N2GFB33ZMYGF","English",36,"male","test","test_books",53454,"1","1","0",0,"Bookstores A and B.","Bookstore A.","Bookstore F.","ms-h","mo-h","fa",0,1,0,1,0,0,1,0,1,0,1,0,0,0,"past"
"510","A2N2GFB33ZMYGF","English",36,"male","control","control_when",65351,"0","0","0",1,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,0,1,0,1,0,1,0,0,0,"past"
"511","A2N2GFB33ZMYGF","English",36,"male","test","test_coffee",30334,"0","1","0",0,"Cafes A, B, C, D and E.","Cafe A.","Cafe E.","exh","mo-h","mo-l",1,1,1,0,0,0,1,0,1,0,0,0,0,0,"past"
"512","A2N2GFB33ZMYGF","English",36,"male","control","control_what",40584,"1","0","0",0,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,1,0,1,0,0,0,0,0,"past"
"513","A2N2GFB33ZMYGF","English",36,"male","test","test_hair",31463,"0","1","0",0,"Stylists D and E.","Stylist A.","Stylists A and B.","ms-l","mo-h","ms-h",0,1,0,1,1,0,1,0,1,0,0,0,0,0,"past"
"514","A2N2GFB33ZMYGF","English",36,"male","test","test_dentist",39590,"0","0","0",1,"Dentists D and E.","Dentists A and B.","Dentist A.","ms-l","ms-h","mo-h",0,1,0,1,1,0,1,0,0,0,0,0,0,1,"past"
"515","A2N2GFB33ZMYGF","English",36,"male","control","control_how",56072,"0","1","0",0,NA,NA,NA,NA,NA,NA,NA,1,0,1,1,0,1,0,0,0,0,0,0,1,"past"
"516","A2N2GFB33ZMYGF","English",36,"male","test","test_yarn",35935,"0","1","0",0,"Stall F.","Stall A.","Stalls A and B.","fa","mo-h","ms-h",0,1,0,1,0,0,1,0,1,0,0,0,0,0,"past"
"517","A2N2GFB33ZMYGF","English",36,"male","control","control_why",39727,"0","0","1",0,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,0,1,0,1,0,0,0,0,0,"past"
"518","A2N2GFB33ZMYGF","English",36,"male","exit_quest",NA,82887,"Yes%2C the first on I would give a list. The second one I would give my recommendation.","Yes%2C Some of the questions were tricky.","None.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"past"
"519","A1BBZ5EMNSCZJR","English",49,"male","consent",NA,51942,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"past"
"520","A1BBZ5EMNSCZJR","English",49,"male","train","train_m",21680,"0","0","0",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"past"
"521","A1BBZ5EMNSCZJR","English",49,"male","train","train_f",36682,"1","1","0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"past"
"522","A1BBZ5EMNSCZJR","English",49,"male","test","test_yarn",32523,"0","0","1",0,"Stall F.","Stalls A, B, C, D and E.","Stall A.","fa","exh","mo-h",1,1,0,0,0,0,1,0,1,0,0,0,0,0,"past"
"523","A1BBZ5EMNSCZJR","English",49,"male","test","test_books",23376,"0","0","0",1,"Bookstores A, B, C, D and E.","Bookstore F.","Bookstores A and B.","exh","fa","ms-h",1,0,0,1,0,0,1,0,0,0,0,0,0,1,"past"
"524","A1BBZ5EMNSCZJR","English",49,"male","control","control_what",26178,"1","0","0",0,NA,NA,NA,NA,NA,NA,NA,0,0,1,0,0,1,0,0,0,0,0,0,1,"past"
"525","A1BBZ5EMNSCZJR","English",49,"male","test","test_dentist",10768,"0","1","0",0,"Dentists D and E.","Dentist E.","Dentist F.","ms-l","mo-l","fa",0,0,1,0,1,0,1,0,0,1,0,0,0,0,"past"
"526","A1BBZ5EMNSCZJR","English",49,"male","control","control_why",23552,"0","1","0",0,NA,NA,NA,NA,NA,NA,NA,0,1,0,1,0,1,0,0,1,0,0,0,0,"past"
"527","A1BBZ5EMNSCZJR","English",49,"male","test","test_shoes",43269,"0","0","1",0,"Store E.","Stores A, B, C, D and E.","Store A.","mo-l","exh","mo-h",1,1,1,0,0,0,1,0,1,0,0,0,0,0,"past"
"528","A1BBZ5EMNSCZJR","English",49,"male","test","test_hair",86149,"1","0","0",0,"Stylist F.","Stylist A.","Stylists A, B, C, D and E.","fa","mo-h","exh",1,1,0,0,0,0,1,0,0,0,0,0,0,0,"past"
"529","A1BBZ5EMNSCZJR","English",49,"male","control","control_when",84358,"0","1","0",0,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,1,0,0,0,0,0,0,0,"past"
"530","A1BBZ5EMNSCZJR","English",49,"male","test","test_coffee",185076,"1","0","0",0,"Cafes D and E.","Cafes A and B.","Cafe E.","ms-l","ms-h","mo-l",0,0,1,1,1,0,1,0,0,0,0,1,0,0,"past"
